"county","state","area","pop","p18_25","p65","nphysician","nhospbeds","phs","pcollege","ppoverty","punemployed","avg_income","tot_income","region","crime"
"Lubbock","TX",900,222636,34.1,9.8,655,1562,74.2,23.4,13.2,5.6,15443,3438,3,65.1691550333279
"Niagara","NY",523,220756,25.8,15.1,239,893,75.8,13.6,8.6,8.3,16647,3675,1,42.7485549656634
"Lackawanna","PA",459,219039,24.3,19.8,429,1136,73.3,14.8,7.8,7.9,16963,3716,1,19.9416542259598
"Galveston","TX",399,217399,26.9,10.5,950,1592,75.8,19.3,12.5,7,17744,3858,3,85.4925735628959
"San_Luis_Obispo","CA",3305,217162,31.4,14.1,424,522,83.3,22.9,6.8,5.8,17221,3740,4,37.3131579189729
"Chatham","GA",440,216935,28.5,12.8,494,1112,73.7,18.6,13.6,4.3,17776,3856,3,86.348445386867
"Prince_William_County","VA",338,215686,32.3,3,196,153,87.8,27.6,2.3,4.3,20543,4431,3,41.7319622043155
"Lake","OH",228,215499,26.4,12,233,359,81.1,17.5,3.6,5.7,19692,4244,2,25.4339927331449
"Lancaster","NE",839,213641,33.9,10.8,389,778,88.1,27.6,6,2.2,17816,3806,2,76.8298219910972
"St._Charles","MO",561,212907,29,6.9,172,613,83.3,21.2,3.5,6.4,18753,3993,2,36.565260888557
"Broome","NY",707,212160,28.6,15,460,816,78.9,20.7,6.5,5.9,18058,3831,1,35.0443061840121
"Saginaw","MI",809,211946,25.5,12,335,1193,74.8,13,14.7,8.8,16904,3583,2,76.387381691563
"Manatee","FL",741,211707,21,28.1,322,855,75.6,15.5,6.8,5.8,17997,3810,3,79.9028846471775
"Montgomery","AL",790,209085,28.4,11.6,419,1102,75.3,24.2,14.1,5.9,17469,3653,3,83.1623502403329
"Greene","MO",675,207949,31,13.3,490,1785,78.9,20.7,9.2,4.8,16630,3458,2,65.1650164222959
"Kanawha","WV",903,207619,23.9,15.7,569,1342,72.4,17.6,12.3,7.5,17192,3569,3,49.3500113188099
"Ada","ID",1055,205775,27.6,10.4,367,557,87.2,24.9,6.2,4.1,18786,3866,4,47.1437249422913
"Washington","PA",857,204584,23.7,17.5,236,687,73.2,13.6,9.7,7,16625,3401,1,22.1229421655652
"St._Louis","MN",6226,198213,24.3,16.9,406,1391,80.3,17.3,9.7,6.5,15419,3056,2,37.9288946739114
"Cumberland","PA",550,195257,28.6,13.4,375,733,81,22.9,2.8,4.6,19254,3759,1,26.8722760259555
"Marion","FL",1579,194833,21.6,22.1,235,451,69.6,11.5,10.8,8.6,13802,2689,3,76.2704469981985
"Brown","WI",529,194594,29.6,10.8,289,632,82.6,17.7,6.7,4.6,18490,3598,2,41.6302660924797
"Leon","FL",667,192493,38.5,8.2,413,823,84.9,37.1,9.4,3.9,16422,3161,3,121.370647244315
"Brazoria","TX",1387,191707,28.7,7.8,156,318,75.5,15.1,7.7,5.6,17951,3441,3,45.3400240992765
"Bell","TX",1059,191088,34.6,8.8,513,572,79.1,17.2,12.2,6.7,13536,2587,3,56.8586201121996
"Kitsap","WA",396,189731,27.7,10.7,233,244,86.6,19.8,7.5,5.2,17009,3227,4,47.4144973673253
"Richmond","GA",324,189719,31.1,10,1032,1787,70.9,17.3,14.8,4.9,15941,3024,3,94.444942256706
"McLennan","TX",1042,189123,30,13.6,301,560,71.6,16.6,13.9,6.4,14925,2823,3,87.1707830353791
"Yakima","WA",4296,188823,25.1,13,231,518,66.1,13.7,15.6,11.6,15374,2903,4,80.1756141995414
"Davis","UT",305,187941,26.2,6.1,166,248,89.9,23.5,5.5,4.5,13394,2517,4,33.4094210417099
"Ottawa","MI",566,187768,28.9,9.8,163,313,79.8,18.7,3.8,6.5,18360,3447,2,32.699927570193
"Howard","MD",252,187328,29.8,6.1,695,208,91.1,46.9,2.2,4.1,27546,5160,3,48.3483515544927
"Barnstable","MA",396,186605,22.1,22,336,384,88.4,28.1,5.8,11.1,23267,4342,1,39.8756732134723
"Larimer","CO",2601,186136,32.1,9.6,278,409,88.6,32.3,6.6,4.1,17140,3190,4,47.9273219581381
"Beaver","PA",435,186093,23.6,16.9,197,616,74.9,11.9,10.8,9.7,15162,2822,1,21.9675108682218
"McHenry","IL",604,183241,26.3,9.4,160,371,84.5,21,2.5,7.1,21855,4005,2,26.4897048149704
"Peoria","IL",620,182827,26,14.2,581,1219,77.9,19.5,11.3,7.2,18342,3353,2,68.2776613957457
"Montgomery","TX",1044,182201,25.5,8.6,125,340,75.5,19.4,9.4,5.5,17084,3113,3,51.9700770028705
"Harford","MD",440,182132,28.8,8.3,247,333,81.6,21.5,4.1,6.7,20941,3814,3,36.9786748072826
"Butte","CA",1640,182120,28.2,17.3,327,625,77.6,19.5,12.2,9.4,15051,2741,4,49.0830221831759
"Clayton","GA",143,182052,32.4,5.8,191,346,77.2,14.7,7.3,5.8,16171,2944,3,84.6955814822139
"Durham","NC",291,181835,33.7,10.7,1944,1496,78.9,33.4,8.7,3.6,19238,3498,3,85.1156268045206
"Alachua","FL",874,181596,40.1,9.3,1180,1096,82.7,34.6,14.4,4.2,16058,2916,3,100.32159298663
"Saratoga","NY",812,181276,28.4,10.3,215,221,83,25.2,4.4,5.9,18857,3418,1,29.1323727354973
"Muscogee","GA",216,179278,30.6,10.8,360,1168,71.5,16.6,14.9,4.6,15505,2780,3,63.889601624293
"Merced","CA",1929,178403,28.2,9.2,185,337,63.1,12,15.4,14.6,13961,2491,4,48.1325986670628
"Sangamon","IL",868,178386,25.8,13.8,600,1330,81.8,22.4,7.2,4.8,19601,3497,2,66.8718397183635
"Gaston","NC",357,175093,27.3,12.1,142,368,60.9,10.8,8.2,6.2,16319,2857,3,67.7639882805138
"Racine","WI",333,175034,26,12,234,532,76.4,16.5,7.9,6.5,18426,3225,2,63.4733823142932
"Buncombe","NC",656,174821,24.8,16.1,469,725,74.5,19.1,8.2,4.9,16934,2960,3,54.4099393093507
"Cleveland","OK",536,174253,33.9,6.7,217,319,83.9,25.9,7,4.8,14443,2517,3,69.9787091183509
"Litchfield","CT",920,174092,25.4,14.1,278,411,80.9,25,2.4,7,25161,4380,1,20.6385129701537
"Champaign","IL",997,173025,41.6,8.8,382,805,87.5,34.1,8,4.5,16957,2934,2,66.5106198526225
"Placer","CA",1404,172796,23.5,12,329,322,85.1,22.7,5.3,6.8,20168,3485,4,51.5289705780226
"Jefferson","MO",657,171380,28.5,8.3,61,230,71.6,9,6,8.7,15896,2724,2,18.2518380207726
"Arlington_County","VA",26,170936,37.6,11.3,615,781,87.5,52.3,4.3,3.6,30242,5169,3,73.2788880048673
"Newport_News_City","VA",68,170045,33.9,9.3,354,836,79.3,18.4,12.2,6.5,15327,2606,3,69.2522567555647
"Calcasieu","LA",1071,168134,26.6,10.9,248,845,70.3,14.7,15.5,7.8,14968,2517,3,38.0589291874338
"Lexington","SC",701,167611,27.8,8.9,145,259,77.3,21,6.3,4.1,18126,3038,3,58.5522429912118
"Harrison","MS",581,165365,30,10.8,313,764,74.7,16.3,15.4,6.7,13691,2264,3,42.5906328424999
"Ulster","NY",1127,165304,27.8,13,258,413,76.6,21.6,5.6,5.9,18824,3112,1,28.438513284615
"Vanderburgh","IN",235,165058,27,15.7,411,1376,75.2,16,9.1,5.7,18093,2986,2,50.9214942626228
"Lafayette","LA",270,164762,31.1,8.3,361,1018,73.3,22.5,16.2,5,16868,2779,3,64.3291535669633
"York","ME",991,164587,26.4,12.6,172,404,79.5,19,4.7,6.9,17908,2947,1,36.6189310212836
"Cambria","PA",688,163029,23,18.7,301,892,71.2,10.8,11.2,9.2,14473,2360,1,19.5486692551632
"Wyandotte","KS",151,161993,27.4,13,494,1019,69.9,10.3,13.9,7.4,14134,2290,2,116.684054249258
"Berrien","MI",571,161378,25.2,13.7,199,688,74.7,16.7,11.6,9.1,16232,2619,2,75.778606749371
"Thurston","WA",727,161238,25.3,11.7,283,500,86.5,24.7,7.1,5.9,17312,2791,4,48.8842580533125
"Kent","RI",170,161135,26.2,15.1,264,359,76.8,20.5,3.7,8.6,20086,3237,1,45.3160393458901
"Shawnee","KS",550,160976,26.2,13.1,451,661,84.4,22.3,7.4,4.7,19558,3148,2,86.0066096809462
"Muskegon","MI",509,158983,25.8,13,182,660,74.2,11.1,12.4,12,14767,2348,2,76.6182547819578
"Weber","UT",576,158330,26,11.1,266,573,82.5,18,7.8,5.7,15301,2423,4,58.0496431503821
"Elkhart","IN",464,156198,26.8,11.2,164,478,72.8,14.2,5.3,6.4,16770,2619,2,48.4833352539725
"Rensselaer","NY",654,154429,29.8,13.2,213,616,77.7,19.5,6.6,6.3,17774,2745,1,34.300552357394
"Clay","MO",397,153411,28.3,10.4,108,693,84.7,20,4.2,5.7,18395,2822,2,72.2568785810666
"Schuylkill","PA",779,152585,22.9,20,147,634,68.4,8.1,7.7,9.7,15853,2419,1,13.887341481797
"Lake","FL",953,152104,19,27.5,167,664,70.6,12.7,7.9,8.9,17496,2661,3,46.6720138852364
"Collier","FL",2026,152099,22.4,22.8,282,431,79,22.3,6.4,7.5,25589,3892,3,61.9727940354637
"Butler","PA",789,152013,27,13.5,127,261,78.6,15.6,7.1,6.8,17251,2622,1,22.4980758224626
"Chesapeake_City","VA",341,151976,28.6,8.4,212,210,77.1,16.9,7,6.1,16924,2572,3,55.4495446649471
"Smith","TX",929,151309,26.2,13.7,349,795,75.7,19.8,12.6,6.6,17511,2650,3,77.4045165852659
"Tuscaloosa","AL",1325,150522,33.3,11.4,299,731,69.6,20,13.5,5.4,15113,2275,3,82.2271827374072
"Frederick","MD",663,150208,28.7,9.4,172,241,80.4,22,3.5,6,19954,2997,3,32.8810715807414
"Clermont","OH",452,150187,28.1,8.7,82,151,72.8,14.5,7.4,6,16231,2438,2,34.0508832322371
"St._Lucie","FL",573,150171,22.9,21,176,425,71.7,13.1,8.5,13.8,14137,2123,3,65.538619307323
"Bibb","GA",250,149967,27.5,12.9,438,1010,68.2,17,15.9,4.1,17548,2632,3,84.6919655657578
"Onslow","NC",767,149838,49.7,4.4,104,133,83,13.4,9.8,5.6,10190,1527,3,50.0874277553091
"Jackson","MI",707,149756,27.1,12.3,127,573,77.7,12.9,9.4,9.9,15750,2359,2,57.6270733726862
"Schenectady","NY",206,149285,26.1,16.5,403,721,80.7,23,5.7,5.6,20679,3087,1,42.6298690424356
"Rock_Island","IL",427,148723,24.9,15,209,769,77.4,15,10.2,7.5,17818,2650,2,48.1028489204763
"Clark","OH",400,147548,25.3,13.8,173,463,73.4,12.2,10.4,6.5,16676,2461,2,68.6624013880229
"Shasta","CA",3786,147036,22.8,14.1,267,468,78.4,13.7,11,10.3,16277,2393,4,49.8925433227237
"Penobscot","ME",3396,146601,30,11.5,268,598,79.1,17.7,9.5,8,15521,2275,1,32.3940491538257
"Hampshire","MA",529,146568,38.2,11.6,348,236,83,31.9,5.7,7.7,17853,2617,1,17.3775994760111
"Jackson","OR",2785,146389,22.1,16.2,263,522,80.1,17.6,9.7,7.6,15582,2281,4,48.979089958945
"Washington","MN",392,145896,26.5,6.6,113,92,90,26.2,3.6,4.6,20682,3017,2,36.7727696441301
"St._Clair","MI",725,145607,25.9,12.3,143,431,74.8,10.7,9.2,11.8,17480,2545,2,45.1077214694348
"Fayette","PA",790,145351,22.9,18,124,409,67.8,9.3,17.6,9.4,14051,2042,1,24.8501902291694
"Anderson","SC",718,145196,25.5,13.6,199,456,64,12.9,8.6,6.6,14205,2063,3,51.8264965977024
"St._Tammany","LA",854,144508,24.2,8.9,282,512,76.9,23.1,11.1,6.2,17129,2475,3,30.7733827884961
"Horry","SC",1134,144053,28.2,12.7,175,505,74.3,16,11.6,7.7,14693,2117,3,86.4890005761768
"Okaloosa","FL",936,143776,30.8,9.3,178,482,83.8,21,7.8,6.7,15803,2272,3,35.8404740707768
"Sullivan","TN",413,143596,24.6,14.3,377,982,66.8,15.6,10.4,4.4,15747,2261,3,43.4273935207109
"Middlesex","CT",369,143196,28.4,13.1,340,235,82.6,28.2,2.6,5.8,24132,3456,1,23.8065309086846
"Portage","OH",492,142585,33.6,9.4,101,285,79.3,17.6,7.6,6,16031,2286,2,19.4199950906477
"Ouachita","LA",611,142191,28.3,11.2,268,1043,71.6,18.9,19.6,6.4,13869,1972,3,74.5827795008123
"Kenton","KY",163,142031,28.3,11.5,263,733,74.4,17,8.2,5.4,16935,2405,3,48.7569615084031
"Chautauqua","NY",1062,141895,25.7,15.7,164,653,74.4,14.2,9.9,7.7,15197,2156,1,36.4917720849924
"Yolo","CA",1012,141092,36.5,9.6,339,168,79.1,30.3,9.8,7.2,19727,2783,4,75.4826637938366
"Outagamie","WI",640,140510,28.2,11.1,228,511,81.5,16.7,4.6,4.9,17182,2414,2,34.5882855312789
"Winnebago","WI",439,140320,30.3,12.8,242,528,80.6,18.2,5.3,4.8,17645,2476,2,43.9709236031927
"Williamson","TX",1124,139551,29.1,7.6,88,185,81.4,24.6,7.6,3.8,14934,2084,3,41.0172625061805
"Rock","WI",721,139510,26.2,12.6,171,491,78.2,13.3,7.8,9.7,16742,2336,2,54.784603254247
"Berkshire","MA",931,139352,26,16.9,375,598,77.9,20.9,6.3,10.1,20068,2797,1,27.7139904701762
"Cumberland","NJ",489,138053,26.7,13.5,181,534,63.4,10.8,10.2,10.7,16819,2322,1,65.706648895714
"Greene","OH",415,136731,28.5,9.8,134,210,82.4,26,7.1,5.2,18161,2483,2,38.1844643862767
"Calhoun","MI",709,135982,25.1,13.3,172,566,76.8,13.8,11,8.5,15944,2168,2,72.1419011339736
"Dona_Ana","NM",3807,135510,31.4,8.8,171,240,70.4,21.9,20.7,7.4,11379,1542,4,65.3088332964357
"Hampton_City","VA",52,133793,33,9.6,163,251,79.7,19.1,8.8,6.8,14743,1973,3,62.6041721166279
"Monroe","MI",551,133600,26.1,10.4,83,182,74.1,10.5,6.9,11.1,17278,2308,2,50.3443113772455
"Webb","TX",3357,133239,28.5,7.9,107,382,47.8,11.1,33.1,9.8,8973,1196,3,91.5797927033376
"Weld","CO",3993,131821,29.6,10.2,172,281,74.9,18.4,10.6,4.5,15874,2093,4,59.9373392706777
"Chittenden","VT",539,131761,35.8,8.1,696,573,86.7,34,5,4.4,19940,2627,1,35.9666365616533
"Rapides","LA",1323,131556,26.8,12,246,768,69,14.6,18.6,7.1,14615,1923,3,46.3756879199732
"York","SC",683,131497,28.7,10.6,121,276,67.5,16.9,7.6,5.5,16713,2198,3,72.4351125881199
"Sussex","NJ",521,130943,26.3,8.9,133,261,85.1,24.9,2.5,6.8,24405,3196,1,24.239554615367
"Madison","IN",452,130669,25.5,14,140,655,73.5,11.7,10.3,7.5,16018,2093,2,41.1191636884035
"Tippecanoe","IN",500,130598,42.3,9.5,232,635,85.2,30.7,6.8,3.2,15847,2070,2,47.0221596042818
"Blair","PA",526,130542,23.7,17,213,654,75,10.5,11,9,14779,1929,1,24.4825420171286
"McLean","IL",1184,129180,37,10.5,171,588,84.7,29,5.9,4.6,18961,2449,2,46.0520204366001
"Porter","IN",418,128932,26.4,9.8,170,379,82.4,18.5,4.6,4.5,17566,2265,2,31.1326901002079
"Tolland","CT",410,128699,33.9,9,164,173,84.7,29.2,2.7,5.9,21944,2824,1,13.9783525901522
"Licking","OH",687,128300,26.2,11.8,101,192,76.4,13,8.3,6.3,16412,2106,2,10.7560405300078
"Kenosha","WI",273,128181,27.5,12.6,140,334,75.1,12.7,7.6,6.4,17338,2222,2,51.6145138515068
"Whatcom","WA",2120,127780,28.8,12.5,203,214,83.2,22,7.4,6.3,16002,2045,4,55.3294725309125
"Bay","FL",764,126994,27.7,12,178,478,74.7,15.7,11.2,8,14814,1881,3,67.987463974676
"Davidson","NC",552,126677,26.9,12,78,221,64.2,10,7.3,5.9,15079,1910,3,44.6963537185124
"Richland","OH",497,126137,25,12.9,144,463,73.5,11.6,8.4,9.4,16191,2042,2,63.240762028588
"El_Dorado","CA",1712,125995,23,11.8,147,163,85.9,20.8,5.8,6.1,19250,2425,4,40.8905115282352
"Minnehaha","SD",809,123809,29.7,11.6,376,912,83.1,21.3,5.4,2.5,18526,2294,2,45.4328845237422
"Centre","PA",1108,123786,45,9,178,270,83.6,32.3,6.2,6.1,15476,1916,1,33.4125022215759
"Tazewell","IL",649,123692,23.9,13.2,98,297,78.6,13.6,7.1,7.4,18008,2227,2,25.38563528765
"Carroll","MD",449,123372,26.6,10.2,142,123,78.5,19.6,2.5,5.7,22002,2714,3,27.8020944784878
"Pueblo","CO",2389,123051,24.1,15.2,259,555,73.9,14,16.7,7,14197,1747,4,70.214788989931
"Wichita","TX",628,122378,29.5,12.8,243,457,75.1,16.5,12.5,6.8,17119,2095,3,87.6546438085277
"Medina","OH",422,122354,24.5,9.7,125,226,82.4,18,4.1,5.8,18892,2312,2,4.60140248786309
"Brazos","TX",586,121862,49.4,6.7,170,279,79.8,35.8,14.9,3.6,12641,1540,3,67.3138468103264
"Oswego","NY",953,121771,29.8,10.7,79,269,74.7,12.9,8.1,10,14834,1806,1,29.4158707738296
"Franklin","PA",772,121082,25.5,14.4,136,296,69.4,12.4,5.7,6.7,16281,1971,1,26.0567218909499
"Mercer","PA",672,121003,24.5,17.2,150,653,75.1,13.6,10.1,7.2,15177,1836,1,22.9498442187384
"Aiken","SC",1073,120940,26.7,11.4,128,191,70.7,17.2,11,4.9,17898,2165,3,56.5156275839259
"Hawaii","HI",4028,120317,22.5,12.6,182,391,77.7,18.5,10.9,4,16728,2013,4,60.0580134145632
"New_Hanover","NC",199,120284,29,12.5,297,554,78.1,21.2,9.9,5.9,17119,2059,3,98.8660170928802
"Merrimack","NH",935,120005,27.7,12.1,237,368,83.2,25.4,3.6,7.1,20600,2472,1,27.7071788675472
"Delaware","IN",393,119659,32.9,12.7,217,494,74.5,16.5,10.3,6.1,15697,1878,2,8.89193458076701
"Taylor","TX",916,119655,30.7,12,204,467,75.4,20.7,11.2,5.9,16021,1917,3,56.7046926580586
"Humboldt","CA",3573,119118,27.5,12.3,207,311,80.5,20,12.8,8.8,16138,1922,4,48.162326432613
"Ector","TX",901,118934,27.1,9.3,153,389,66.9,11.4,16.6,6.6,14766,1756,3,123.118704491567
"Stearns","MN",1345,118791,33.6,10.5,199,661,78.3,17.5,7.3,5.4,14757,1753,2,34.5228173851554
"Lycoming","PA",1235,118710,25.4,15.1,232,668,74.5,12.3,8.4,8,15778,1873,1,32.2298037233595
"Rutherford","TN",619,118570,33.1,8.4,133,215,73.9,18.7,7.6,5.4,15501,1838,3,51.2102555452475
"Catawba","NC",400,118412,27.2,11.9,179,464,66.7,14.2,4.8,6.4,17396,2060,3,57.6799648684255
"Macon","IL",581,117206,24.1,14.5,171,725,76.2,14.8,9.8,8.9,18021,2112,2,52.0707131034247
"Pinal","AZ",5370,116379,24.4,13.7,61,309,65.5,8.2,18.7,7.9,11396,1326,4,53.918662301618
"Calhoun","AL",609,116034,28.8,12.4,133,486,67.4,14.2,11.7,7.3,13776,1598,3,42.2376200079287
"Kennebec","ME",868,115904,26.1,13.4,241,497,78.9,18.1,7.3,6.8,17131,1986,1,36.0988404196576
"Livingston","MI",568,115645,25.3,8.2,68,93,85.6,19.6,3,8.1,21153,2446,2,32.513294997622
"Marathon","WI",1545,115400,25.9,12.7,172,254,75.9,13.5,5.5,5.9,16305,1882,2,31.6724436741768
"Jackson","MS",727,115243,25.9,9.4,170,346,74.4,14.4,14,7.1,13475,1553,3,41.4515415252987
"Florence","SC",799,114344,26.2,11.2,211,731,64.3,14.8,15.9,5.9,14961,1711,3,73.6461904428741
"Lebanon","PA",362,113744,25.3,15,162,196,70,11.8,5.2,5.9,16500,1877,1,25.6628921085947
"Yellowstone","MT",2635,113419,25.6,12.4,262,554,83.7,21.5,9,5.3,17272,1959,4,34.2006189439159
"Washington","AR",950,113409,32,11.2,208,651,73.2,20,9.8,3.7,14736,1671,3,53.9816063980813
"Wood","OH",617,113269,34.5,10.2,128,124,83.8,21.9,5,6.6,17522,1985,2,33.1864852695795
"Benton","WA",1703,112560,25.1,10.1,142,278,83.9,23.3,8.9,6.8,17332,1951,4,55.5170575692964
"Boone","MO",685,112379,40.9,8.4,746,1023,84.8,36.5,9.3,3.2,17175,1930,2,48.5499959956931
"St._Lawrence","NY",2686,111974,31.2,12.1,132,378,73.1,15.1,12.8,9.8,12704,1423,1,34.3919124082376
"Bay","MI",444,111723,25.4,13.4,101,415,74,11,10.2,9.2,16499,1843,2,43.4019852671339
"Comanche","OK",1069,111486,34.5,8.7,127,347,81.1,18.4,13.3,6.6,13228,1475,3,53.6300522038642
"Alexandria_City","VA",15,111183,38.3,10.3,652,662,86.9,48.5,4.7,4.6,31699,3524,3,76.7833211911893
"Kent","DE",591,110993,29.7,10.3,123,193,73.1,15,8.7,7.6,14946,1659,1,52.6699881974539
"Charlotte","FL",694,110975,16.6,33.8,183,632,75.7,13.4,5.2,7.2,16362,1816,3,33.7102951115116
"Jefferson","NY",1272,110943,32.7,10.9,124,336,76.4,13.6,9.5,11,15205,1687,1,27.6177857097789
"Napa","CA",754,110765,24.5,16.5,345,1019,80.7,22.3,4.6,5.9,22668,2511,4,45.6461878752313
"Rowan","NC",511,110605,26,15.2,114,244,66,11.7,6.8,5.4,15691,1736,3,47.3125084761087
"Washington","RI",333,110006,31,12.3,162,241,82.8,29.1,3.7,6.7,19449,2140,1,34.8890060542152
"Allen","OH",405,109755,26.2,13.4,168,560,76.1,11.4,10.4,7.3,16542,1816,2,43.1324313243132
"Imperial","CA",4175,109303,25.5,10.2,82,221,53.2,9.7,20.8,21.3,14523,1587,4,73.5752907056531
"Monroe","IN",394,108978,45.8,8.6,172,285,82.1,32.9,9.5,3.7,14266,1555,2,15.2049037420397
"Hamilton","IN",398,108936,25.1,8.2,257,122,88.7,36.2,2.6,2.8,25681,2798,2,15.5963134317397
"Columbiana","OH",533,108276,23.4,14.9,80,485,71.8,8.5,13,6.7,12597,1364,2,8.29362000812738
"Alamance","NC",431,108213,27.3,14.8,132,340,67.9,14.6,6,4.5,17306,1873,3,38.3687726982895
"Pitt","NC",652,107924,35.4,9.9,496,583,71,21.9,15.5,5.5,15852,1711,3,42.6503836032764
"Hunterdon","NJ",430,107776,25.6,9.5,184,182,85.9,34.6,1.8,4.1,30255,3261,1,19.187945368171
"Osceola","FL",1322,107728,27.1,13.9,98,291,73.7,11.2,6.9,6.7,16451,1772,3,89.7166938957374
"Yavapai","AZ",8124,107714,18.3,23.8,114,159,78.9,17.7,9.8,5.4,13681,1474,4,36.6897524927122
"La_Porte","IN",598,107066,26,13.1,149,519,73.9,11.7,7.8,5.8,16655,1783,2,56.2363402013711
"La_Salle","IL",1135,106913,23.8,17.2,104,504,73.1,10.5,8.7,9.6,16119,1723,2,27.8918372882624
"Yuma","AZ",5514,106895,27.4,13.8,118,197,64.9,12.7,15.4,17.8,11490,1228,4,50.6478319846578
"Midland","TX",900,106611,26.8,9,139,333,76.8,26.4,11.5,5.4,19345,2062,3,70.7806886719006
"Randolph","NC",788,106546,27.1,12.2,69,145,62,9.1,6.5,4.8,14721,1568,3,27.5937153905355
"Olmsted","MN",653,106470,29.3,10,1814,1437,88,29.5,4.5,3.3,20515,2184,2,40.4808866347328
"Vigo","IN",403,106107,30.2,15.1,179,576,76,18.1,10.7,5,15036,1595,2,32.3729819898781
"Clay","FL",601,105986,26.3,8.5,164,277,81.2,17.9,5.4,5.9,16029,1699,3,43.0245504123186
"Androscoggin","ME",470,105259,27.9,13.4,198,527,71.8,12.6,8.7,9.7,16154,1700,1,38.1915085645883
"Robeson","NC",949,105179,26.7,10.7,83,281,57,11,20.7,8.9,10849,1141,3,41.0538225311136
"Gregg","TX",274,104948,26.4,13.3,166,420,75.8,17.7,13.4,8.2,16775,1761,3,87.4814193695926
"Wayne","NC",553,104666,29.7,10.2,113,263,71.2,12.7,11.9,7.3,13350,1397,3,44.7327689985287
"Strafford","NH",369,104233,34.8,10.7,139,237,79.8,21.7,5.1,6.5,17182,1791,1,35.0272946187868
"Sheboygan","WI",514,103877,25.4,14.6,114,421,77.4,13.8,4.5,5.6,18061,1876,2,42.6754719524053
"Fairfield","OH",506,103461,25.2,11.3,86,195,78.8,15.5,6.8,6.3,16342,1691,2,6.0409236330598
"Sumner","TN",529,103281,25.5,10.2,96,259,70.6,14.4,7,6.8,16514,1706,3,31.8064309989253
"Cass","ND",1766,102874,34.4,9.8,343,643,87.1,26.5,7.3,2.5,16275,1674,2,33.0598596341155
"Sumter","SC",666,102637,31.6,9.4,88,214,69.8,15,16.9,9.4,11803,1211,3,69.5460701306546
"Sarpy","NE",241,102583,30.4,4.8,39,160,91,25.4,3.5,2.6,16137,1655,2,26.2129202694404
"Windham","CT",513,102525,28.5,12.5,123,254,71.1,16.8,6,9.2,18070,1853,1,13.6259448914899
"Kings","CA",1390,101469,33.7,7.7,82,180,65.6,9,15,12.8,13907,1411,4,43.845903675014
"Wayne","OH",555,101461,26.3,11.6,84,155,73.6,13.9,8.4,5.9,16464,1670,2,23.4277209962449
"Charles","MD",461,101154,29.9,6.5,67,104,81,16.2,3.7,4.9,19317,1954,3,52.1877533266109
"Hernando","FL",478,101115,16.4,30.7,98,290,70.5,9.7,7.9,8.2,13919,1407,3,43.6532660831726
"Martin","FL",556,100900,20.4,27.5,193,277,79.7,20.3,5,9.8,27125,2737,3,50.3567888999009
"Montgomery","TN",539,100498,35.7,7.9,87,188,77.9,16.5,10.8,8,13169,1323,3,65.0460705685685
"Maui","HI",1159,100374,26.2,11.3,192,182,77,17.8,5.7,3.2,18504,1857,4,71.0343315998167
"Morgan","AL",582,100043,26.3,11.7,122,464,69.4,15.5,9.4,7.1,16458,1647,3,46.9098287736273
